2017;25;2017.06.21.;1;139 686 755 Ft;62;299 880 Ft;3319;5 600 Ft;46667;1 255 Ft;9;11;13;20;24;25;32;3;6;9;16;23;32;33
2017;24;2017.06.14.;0;0 Ft;54;358 705 Ft;2524;7 675 Ft;41460;1 475 Ft;14;15;18;21;23;25;34;1;4;10;28;30;32;34
2017;23;2017.06.07.;0;0 Ft;61;279 760 Ft;3080;5 540 Ft;44738;1 205 Ft;2;7;15;21;27;28;31;8;12;13;16;21;28;31
2017;22;2017.05.31.;1;187 930 615 Ft;76;240 930 Ft;2959;6 190 Ft;41399;1 395 Ft;4;12;14;25;29;31;34;2;6;8;20;21;25;34
2017;21;2017.05.24.;0;0 Ft;70;262 035 Ft;3290;5 575 Ft;46607;1 240 Ft;2;3;4;14;18;22;26;11;13;17;21;25;31;35
2017;20;2017.05.17.;0;0 Ft;58;320 505 Ft;3202;5 805 Ft;45238;1 295 Ft;5;11;14;15;26;27;35;1;3;5;11;13;14;28
2017;19;2017.05.10.;0;0 Ft;75;250 545 Ft;2979;6 310 Ft;43468;1 365 Ft;1;11;15;17;23;26;34;8;9;12;20;25;28;33
2017;18;2017.05.03.;2;128 357 415 Ft;215;90 000 Ft;6324;3 060 Ft;67623;900 Ft;4;8;17;23;31;32;34;3;7;9;11;18;21;33
2017;17;2017.04.26.;0;0 Ft;71;272 090 Ft;3096;6 240 Ft;48305;1 260 Ft;2;4;5;20;24;26;28;1;9;10;13;18;21;27
2017;16;2017.04.19.;0;0 Ft;41;428 945 Ft;2033;8 650 Ft;36997;1 500 Ft;2;3;14;15;17;19;31;10;11;12;13;16;29;32
2017;15;2017.04.12.;0;0 Ft;145;128 720 Ft;3851;4 845 Ft;50556;1 165 Ft;18;19;21;22;25;31;35;5;9;11;19;22;28;35
2017;14;2017.04.05.;0;0 Ft;75;233 925 Ft;2911;6 025 Ft;42942;1 290 Ft;4;8;11;13;26;27;30;13;15;23;25;27;28;29
2017;13;2017.03.29.;3;46 108 085 Ft;108;170 125 Ft;3919;4 690 Ft;47625;1 215 Ft;4;7;11;16;28;30;32;5;8;11;18;20;21;34
2017;12;2017.03.22.;0;0 Ft;62;299 675 Ft;2665;6 970 Ft;41142;1 425 Ft;1;6;7;12;18;25;35;1;4;5;8;20;21;34
2017;11;2017.03.15.;0;0 Ft;70;250 540 Ft;3009;5 830 Ft;42871;1 290 Ft;14;17;27;29;30;31;33;1;4;10;17;19;20;31
2017;10;2017.03.08.;1;46 791 010 Ft;46;400 715 Ft;2863;6 440 Ft;46941;1 240 Ft;7;8;11;12;29;32;33;3;4;8;14;19;27;31
2017;9;2017.03.01.;1;150 954 370 Ft;78;251 855 Ft;2934;6 695 Ft;47873;1 295 Ft;3;4;5;18;19;24;29;8;10;13;18;19;21;26
2017;8;2017.02.22.;0;0 Ft;69;287 945 Ft;2757;7 205 Ft;42946;1 460 Ft;4;17;21;22;25;26;27;1;12;19;26;27;29;35
2017;7;2017.02.15.;0;0 Ft;47;424 550 Ft;2704;7 380 Ft;43932;1 430 Ft;3;7;10;26;27;32;34;2;4;16;17;20;22;30
2017;6;2017.02.08.;1;92 553 535 Ft;155;124 470 Ft;4385;4 400 Ft;53222;1 145 Ft;3;8;14;17;20;28;32;2;5;9;19;25;30;31
2017;5;2017.02.01.;0;0 Ft;62;276 905 Ft;2689;6 385 Ft;41752;1 295 Ft;7;18;22;24;25;32;33;6;8;10;16;21;22;23
2017;4;2017.01.25.;1;94 734 315 Ft;80;232 780 Ft;3170;5 875 Ft;44534;1 320 Ft;4;12;14;23;25;30;34;6;8;10;14;15;17;29
2017;3;2017.01.18.;0;0 Ft;60;311 620 Ft;2619;7 140 Ft;40393;1 460 Ft;1;9;15;16;20;28;33;4;6;10;21;23;24;28
2017;2;2017.01.11.;1;46 809 455 Ft;42;439 050 Ft;3128;5 895 Ft;49544;1 175 Ft;2;3;5;8;15;23;33;7;11;16;17;22;23;34
2017;1;2017.01.04.;1;145 888 155 Ft;81;242 580 Ft;3110;6 320 Ft;44359;1 395 Ft;1;6;8;12;22;25;31;2;9;11;14;16;19;26
2016;52;2016.12.28.;0;0 Ft;47;405 040 Ft;2433;7 825 Ft;39896;1 505 Ft;12;16;22;25;29;30;32;5;22;23;24;26;27;34
2016;51;2016.12.21.;0;0 Ft;84;223 635 Ft;3579;5 250 Ft;50924;1 165 Ft;3;4;7;10;12;22;33;8;10;16;19;24;31;33
2016;50;2016.12.14.;1;550 716 435 Ft;129;186 260 Ft;4683;5 130 Ft;63351;1 195 Ft;1;4;7;13;20;23;29;5;16;21;22;23;28;32
2016;49;2016.12.07.;0;0 Ft;123;189 470 Ft;4916;4 740 Ft;65746;1 120 Ft;4;8;15;21;27;30;34;3;5;7;17;18;24;32
2016;48;2016.11.30.;0;0 Ft;68;320 150 Ft;3191;6 820 Ft;52195;1 315 Ft;3;4;8;13;14;17;30;3;14;15;20;22;23;29
2016;47;2016.11.23.;0;0 Ft;82;266 520 Ft;3593;6 085 Ft;53893;1 280 Ft;2;3;10;13;14;20;27;5;6;14;19;23;26;29
2016;46;2016.11.16.;0;0 Ft;60;377 750 Ft;2891;7 840 Ft;47304;1 510 Ft;2;21;22;26;30;32;35;2;4;11;21;23;25;30
2016;45;2016.11.09.;0;0 Ft;56;369 910 Ft;2712;7 640 Ft;44729;1 355 Ft;2;5;6;15;20;21;34;6;11;19;20;22;23;32
2016;44;2016.11.02.;0;0 Ft;111;166 265 Ft;3993;4 620 Ft;55639;970 Ft;2;3;7;16;21;26;29;1;5;7;9;19;23;34
2016;43;2016.10.26.;0;0 Ft;83;238 490 Ft;3579;5 530 Ft;48899;1 185 Ft;10;16;17;19;26;30;33;1;3;5;10;21;24;35
2016;42;2016.10.19.;0;0 Ft;113;179 480 Ft;4266;4 755 Ft;55122;1 080 Ft;5;17;19;22;28;31;35;6;13;17;25;26;33;34
2016;41;2016.10.12.;0;0 Ft;115;178 640 Ft;4731;4 340 Ft;64217;935 Ft;7;17;18;19;25;28;35;4;8;14;21;23;28;33
2016;40;2016.10.05.;0;0 Ft;131;142 470 Ft;3117;5 990 Ft;45059;1 215 Ft;1;3;4;5;9;19;35;6;8;10;31;32;34;35
2016;39;2016.09.28.;2;206 632 795 Ft;123;191 080 Ft;5055;4 650 Ft;63139;1 090 Ft;3;17;24;25;28;31;34;2;6;18;20;21;25;28
2016;38;2016.09.21.;0;0 Ft;88;254 065 Ft;3974;5 625 Ft;57133;1 145 Ft;5;8;19;20;23;31;34;1;4;12;18;22;23;30
2016;37;2016.09.14.;0;0 Ft;92;239 115 Ft;4125;5 335 Ft;58519;1 100 Ft;9;17;19;22;23;26;30;7;10;16;23;26;27;33
2016;36;2016.09.07.;0;0 Ft;56;373 830 Ft;3139;6 670 Ft;52958;1 160 Ft;3;9;13;14;15;26;27;11;13;18;24;25;30;33
2016;35;2016.08.31.;0;0 Ft;80;252 345 Ft;3853;5 240 Ft;54345;1 090 Ft;5;12;18;21;29;30;31;8;19;23;24;26;28;32
2016;34;2016.08.24.;0;0 Ft;82;241 330 Ft;3619;5 470 Ft;51125;1 135 Ft;1;2;20;26;30;31;34;3;8;9;19;23;25;33
2016;33;2016.08.17.;0;0 Ft;107;188 880 Ft;3153;6 410 Ft;46747;1 265 Ft;6;11;24;30;32;33;34;1;7;14;21;22;30;32
2016;32;2016.08.10.;0;0 Ft;67;292 845 Ft;3301;5 945 Ft;54599;1 050 Ft;5;7;10;18;19;21;23;2;4;5;7;29;31;32
2016;31;2016.08.03.;0;0 Ft;49;368 070 Ft;2638;6 835 Ft;44303;1 190 Ft;6;8;14;20;21;24;35;2;3;5;19;29;30;33
